time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461500000	-24.3579	-6.6326	4.98789	2.29422	-0.565626	lidar	3.16047	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5284	-6.45386	4.94713	2.26083	-0.589443	radar	3.17434	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6065	-6.35558	4.64098	2.2495	-0.561102	lidar	5.86509	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7487	-6.17318	4.65306	2.22358	-0.552039	radar	0.405885	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9381	-5.94566	4.81401	2.19198	-0.560669	lidar	2.45215	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0727	-5.73829	4.84875	2.16409	-0.550474	radar	2.01779	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1993	-5.57959	4.74638	2.14863	-0.534817	lidar	0.306624	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3548	-5.39184	4.80918	2.14882	-0.473867	radar	1.17782	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5049	-5.15125	4.9215	2.11786	-0.484451	lidar	0.44353	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6341	-4.98064	4.88345	2.12315	-0.417134	radar	6.16595	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7441	-4.82635	4.7403	2.11346	-0.401579	lidar	0.560766	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8654	-4.61977	4.75404	2.09392	-0.397517	radar	0.158998	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9852	-4.35697	4.88503	2.0579	-0.418575	lidar	0.639496	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0961	-4.13286	4.809	2.00008	-0.526322	radar	10.9084	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.193	-3.82302	5.01911	1.94802	-0.559187	lidar	1.78273	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2718	-3.57769	4.99323	1.8879	-0.644532	radar	2.78209	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2958	-3.31554	5.00309	1.83331	-0.667757	lidar	4.95087	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3509	-3.06766	5.00556	1.7889	-0.693014	radar	0.15848	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3663	-2.85199	4.9025	1.74705	-0.699931	lidar	2.03607	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4269	-2.63473	4.85736	1.73429	-0.650909	radar	1.67074	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4905	-2.52566	4.53809	1.72785	-0.626139	lidar	4.94295	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5478	-2.29723	4.5716	1.71992	-0.567835	radar	1.34836	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5931	-2.10992	4.47802	1.69987	-0.55952	lidar	0.583162	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6259	-1.88095	4.50458	1.68841	-0.509673	radar	2.37536	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6257	-1.61099	4.61271	1.64882	-0.524535	lidar	1.74428	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6245	-1.3933	4.5721	1.60313	-0.572012	radar	1.54853	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6271	-1.15654	4.5927	1.57219	-0.574451	lidar	0.0526353	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6578	-0.941768	4.55917	1.56106	-0.545682	radar	4.74664	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6693	-0.665456	4.6912	1.53726	-0.541351	lidar	0.604122	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6593	-0.419798	4.73131	1.49497	-0.586137	radar	2.01566	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.6138	-0.0868456	4.98639	1.45414	-0.595966	lidar	2.90814	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5975	0.161749	4.99334	1.42687	-0.598453	radar	1.67414	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.571	0.476596	5.173	1.40209	-0.590943	lidar	0.865012	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5608	0.723381	5.12384	1.40162	-0.524981	radar	1.7709	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5507	1.00935	5.20892	1.38892	-0.510723	lidar	1.87306	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.5123	1.29152	5.24749	1.3914	-0.429661	radar	6.74419	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4561	1.49869	5.11521	1.36319	-0.437892	lidar	0.604963	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.417	1.7075	4.99083	1.35039	-0.413406	radar	8.51859	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3643	1.88739	4.82341	1.32523	-0.419752	lidar	0.661308	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2971	2.11521	4.82581	1.29212	-0.451231	radar	0.366296	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2372	2.2815	4.65204	1.26526	-0.457868	lidar	0.708408	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1752	2.49796	4.60982	1.25513	-0.421767	radar	0.586007	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0954	2.75397	4.70952	1.23567	-0.418247	lidar	0.267699	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-26.0024	2.97586	4.77227	1.18403	-0.503347	radar	2.88365	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8935	3.28813	5.01732	1.16567	-0.4912	lidar	1.5143	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.8112	3.52395	5.02159	1.14736	-0.485334	radar	1.85842	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.7057	3.70737	4.90887	1.11436	-0.497154	lidar	0.450654	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5919	3.91155	4.87946	1.08223	-0.510542	radar	1.193	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5267	4.06607	4.69022	1.06077	-0.511937	lidar	3.06086	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.4074	4.26013	4.67106	1.03047	-0.519108	radar	0.619922	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2413	4.49839	4.80417	0.998132	-0.521353	lidar	2.69032	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.094	4.69027	4.73736	0.978609	-0.483591	radar	9.53408	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9746	4.88269	4.71554	0.95722	-0.481478	lidar	0.202956	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8207	5.07122	4.71903	0.927537	-0.484301	radar	2.59046	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6458	5.30515	4.85936	0.905719	-0.476308	lidar	1.30217	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4752	5.48649	4.92214	0.858895	-0.52964	radar	0.829156	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2846	5.65979	4.92882	0.819718	-0.542764	lidar	1.62352	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.1229	5.81752	4.90302	0.781356	-0.569537	radar	2.9244	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9463	5.97423	4.87273	0.746734	-0.577455	lidar	0.109994	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.8067	6.15063	4.64405	0.762725	-0.463776	radar	4.63128	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.642	6.30298	4.6238	0.737212	-0.467312	lidar	0.0124944	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4961	6.46513	4.54412	0.731859	-0.4291	radar	1.24567	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2567	6.73096	4.86959	0.736766	-0.384154	lidar	4.90978	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0634	6.86731	4.81853	0.706909	-0.391188	radar	5.77388	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8459	7.05127	4.92418	0.68997	-0.383591	lidar	1.20591	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.633	7.18945	4.97603	0.649077	-0.42576	radar	1.87884	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4504	7.32531	4.92438	0.62515	-0.430917	lidar	0.19863	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2166	7.46706	5.11462	0.574663	-0.503184	radar	2.23062	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0312	7.62518	5.10155	0.562564	-0.489669	lidar	1.66946	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8448	7.80591	4.99409	0.581249	-0.399971	radar	5.54888	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6389	7.94121	4.98683	0.560767	-0.400872	lidar	0.00408168	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4502	8.07275	4.91668	0.54846	-0.384838	radar	1.44329	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.242	8.07591	4.70497	0.476342	-0.453309	lidar	5.07989	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0534	8.21926	4.55572	0.491375	-0.369826	radar	5.26113	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8758	8.3776	4.59444	0.498676	-0.338532	lidar	2.63016	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6292	8.49693	4.81338	0.462748	-0.388316	radar	5.13423	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3674	8.65323	4.97129	0.459343	-0.362158	lidar	1.56502	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.17	8.78354	4.83484	0.471129	-0.295131	radar	1.3272	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.979	8.87429	4.7626	0.450335	-0.305464	lidar	0.412574	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7839	8.98325	4.65679	0.450476	-0.268425	radar	0.692955	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5682	9.05077	4.61953	0.420359	-0.28898	lidar	0.766729	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3212	9.16674	4.79333	0.402714	-0.305876	radar	4.93593	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0215	9.277	4.96743	0.38679	-0.298472	lidar	6.70423	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8064	9.35851	4.94278	0.364459	-0.314532	radar	1.60298	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5422	9.4698	5.03919	0.356571	-0.301037	lidar	0.795994	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2734	9.50773	5.18586	0.294882	-0.392855	radar	5.44668	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9572	9.65945	5.41923	0.306334	-0.346295	lidar	2.46805	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7032	9.77062	5.30694	0.321651	-0.270517	radar	3.07372	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4256	9.87573	5.38536	0.316369	-0.257333	lidar	0.401794	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1689	9.9663	5.40964	0.304565	-0.25944	radar	0.296477	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8955	10.0842	5.48638	0.307317	-0.238411	lidar	0.270959	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6321	10.1641	5.49222	0.293041	-0.242459	radar	0.0481059	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3957	10.2498	5.44604	0.284399	-0.240869	lidar	0.945655	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1299	10.3307	5.49114	0.269909	-0.251483	radar	0.359551	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9237	10.3146	5.26609	0.219769	-0.303285	lidar	1.78602	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6767	10.3795	5.20761	0.213352	-0.282708	radar	0.19976	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.486	10.338	4.9731	0.156626	-0.342874	lidar	2.15337	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1744	10.3832	5.28631	0.126029	-0.384687	radar	7.62246	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9121	10.432	5.30105	0.113779	-0.375533	lidar	0.124485	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6804	10.4568	5.01931	0.114275	-0.311188	radar	6.63221	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4567	10.4052	4.9001	0.0597399	-0.364469	lidar	2.19798	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.2002	10.425	4.92432	0.0448823	-0.357696	radar	0.63437	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8598	10.6096	5.24316	0.116957	-0.229573	lidar	7.69566	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6025	10.6733	5.13947	0.137933	-0.158711	radar	1.41528	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3687	10.6602	5.05846	0.105295	-0.191957	lidar	0.75563	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1049	10.6843	5.13089	0.0892347	-0.209223	radar	0.361175	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8422	10.7858	5.20621	0.11657	-0.161313	lidar	3.57602	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5712	10.8412	5.23373	0.124037	-0.135454	radar	1.18467	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3593	10.7887	5.06123	0.0746537	-0.191727	lidar	2.14765	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.105	10.822	5.02735	0.0778123	-0.164544	radar	0.378666	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.854	10.8919	5.06551	0.0929228	-0.135867	lidar	1.84984	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5708	10.9164	5.1599	0.0852012	-0.139912	radar	2.85151	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3526	10.9226	5.06095	0.068264	-0.15532	lidar	0.639732	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0853	10.8602	5.33336	-0.0159245	-0.322777	radar	8.27546	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7782	10.8347	5.41414	-0.0389511	-0.327192	lidar	2.90165	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5234	10.8354	5.3164	-0.0439654	-0.299747	radar	0.481971	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2972	10.8193	5.22518	-0.0650273	-0.311311	lidar	0.935316	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0567	10.8689	4.93862	-0.0224217	-0.182838	radar	6.27218	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78901	10.9244	5.016	-0.00146418	-0.143632	lidar	1.95042	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57713	10.8905	4.91565	-0.0295243	-0.174773	radar	3.78564	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30712	10.9251	4.99287	-0.0167545	-0.146543	lidar	0.735717	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07357	10.8966	4.9219	-0.0341717	-0.154404	radar	2.48528	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79582	10.938	5.02087	-0.0159531	-0.120554	lidar	1.08431	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.57164	10.8854	4.93835	-0.0481955	-0.155712	radar	6.3456	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.44001	10.7902	4.62476	-0.106852	-0.225672	lidar	3.64188	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.1978	10.7954	4.6029	-0.0961463	-0.184847	radar	1.51123	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80565	10.8745	5.02098	-0.0367512	-0.0861087	lidar	6.97833	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54055	10.8758	5.00042	-0.0236501	-0.0439984	radar	1.8281	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25449	10.8721	5.08905	-0.0207719	-0.035145	lidar	0.728837	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02273	10.9002	4.9551	0.00804094	0.0334254	radar	2.62041	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
